ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0002703	regulation of leukocyte mediated immunity	108/4985	243/16472	1.8418695149517616e-6	0.0010344608966701802	9.271036984350494e-4	PVR/ULBP1/BST2/CD80/DENND1B/CR1L/CD300A/CD84/STX4/KMT5B/ZP3/HFE/SUSD4/B2M/NSD2/CD46/KIR2DL4/HLA-G/CR2/ULBP3/RAET1L/ULBP2/RAET1G/SLAMF6/CD1E/TREM2/HLA-DRA/AGER/NCR3/HLA-C/GATA1/MAD2L2/SLC15A4/ARRB2/KLRC3/IL4I1/STAP1/KLRK1/PTPN6/HMGB1/IL6/CEACAM1/SLC22A13/MICA/LILRB1/C4BPA/SPHK2/PPP3CB/MLH1/CD1C/KMT5C/APLF/BCL6/AP1G1/PAXIP1/VAMP7/CLEC7A/HLA-F/CD40/LGALS9/SNX4/IL20RB/SH2D1A/RABGEF1/CD96/LILRB4/TLR3/NOD2/CD81/KLRC2/P2RX7/KLRC1/KLRD1/PLCG2/IL4R/DNASE1/CD226/THOC1/SUPT6H/UNC13D/TYROBP/ADGRE2/TRPM4/DUSP22/IL4/STXBP1/CD55/MALT1/STAT6/ARG1/IL18R1/DDX1/HSPD1/EXOSC3/RSAD2/BTK/C3/HLA-B/HLA-DRB1/HAVCR2/IL23R/NOS2/RASGRP1/TFRC/STAT5B/TNF/PMS2/MAP3K7	108
GO:0050684	regulation of mRNA processing	61/4985	124/16472	7.2338360568473705e-6	0.003724219929933588	0.003337717338510278	CLNS1A/CELF6/CELF5/JMJD6/CELF4/DYRK1A/CDK11B/HNRNPA2B1/CELF1/CDK11A/QKI/RBM15/RBM3/HNRNPL/NSRP1/RBM39/SF1/PAF1/CELF2/RBMY1D/SRSF7/RBMX/RBM5/SAFB/TIA1/FMR1/FXR1/HNRNPU/SRSF3/NOVA1/SLTM/SRSF10/ARB2A/RBM24/PTCD2/RBM25/RBM4/STH/RBM7/MAGOHB/PRMT5/RNPS1/DDX5/SUPT6H/U2AF2/CIRBP/SNRNP70/SRRM1/REST/IWS1/CDC73/ZC3H14/SRSF6/KHDRBS2/NCL/PTBP1/HNRNPA1/NPM1/RBM8A/LARP7/RBFOX2	61
GO:0000380	alternative mRNA splicing, via spliceosome	38/4985	69/16472	1.5185373717272223e-5	0.006746472237255568	0.006046317828621814	STRAP/CELF6/CELF5/CELF4/CELF1/RBM15/HNRNPL/NSRP1/CELF2/RBMX/RBM5/SFPQ/TIA1/FMR1/FXR1/HNRNPU/RSRC1/NOVA1/ARB2A/RBM24/RBM25/RBM4/RBM7/ESRP2/RNPS1/DDX5/SRSF1/HNRNPM/SCNM1/REST/PQBP1/SRSF6/KHDRBS2/PTBP1/HNRNPA1/KDM1A/RBM8A/RBFOX2	38
GO:0044772	mitotic cell cycle phase transition	171/4985	431/16472	1.573060447530842e-5	0.006746472237255568	0.006046317828621814	PSME2/UBE2C/PCID2/CDC16/MDM2/CDK15/SMARCE1/SKP2/ZWILCH/ARID1B/BRCC3/DACT1/MUC1/BID/CASP2/SIRT2/PML/ZWINT/PBX1/MAD2L2/PLCB1/ID4/BABAM2/CDK14/CDKN2B/RPS6/SMARCA2/CCDC57/RPL24/NBN/PRMT2/CAMK2A/STOX1/PTPN6/CDCA5/MAP3K20/CALM2/CDC14B/DBF4/CDK5RAP2/DLG1/FBXO7/TRIM39/E2F6/SPC24/GIGYF2/ZNF655/ACTB/ERCC3/CHEK1/MTA3/CUL3/KLHL18/TREX1/LATS1/ANLN/CHEK2/TP53/ARID2/TERT/BRCA1/SMARCD3/TMEM14B/INTS3/PPP2R2D/RINT1/KMT2E/RAD51B/RPS6KB1/EZH2/CACUL1/CDKN2A/NUF2/PKD2/PLRG1/ENSA/CCNB1/ANAPC4/NEK11/CDK7/TTK/FBXL7/CDK10/RIOK2/ABRAXAS1/SPDL1/UIMC1/ESRRB/CHMP7/CCNJL/CCNE2/MRNIP/USH1C/ATM/CDC27/DBF4B/RDX/BRSK2/CDK2AP2/PIDD1/NPAT/DPF2/RRM1/KNL1/ANAPC5/DDX3X/EPS8/PSME3/POLE/CENPJ/PHB2/APPL2/SMARCC2/E2F7/CDKN3/MNAT1/FOXN3/INO80/BUB1B/TMOD3/AVEN/PIAS1/MBTPS1/NAE1/CCNF/RAB11A/E2F4/ZFYVE19/PKD1/TOPBP1/LCMT1/ANAPC11/CDK5RAP3/CTC1/AURKB/RPL26/CRLF3/SMARCD2/RAD51C/BRSK1/UBE2S/FZR1/VPS4B/DNM2/CALM3/BRD4/CDC34/MELK/FHL1/CACNB4/PLK5/RNASEH2B/SPAST/ANAPC1/SMARCA4/CDC14A/CDC73/BLM/RAD50/TACC3/CALM1/NFIA/CUL1/NABP1/EIF4G1/DDB1/CUL4B/TAF2/CUL2/PTEN/PSMG2	171
GO:0002708	positive regulation of lymphocyte mediated immunity	60/4985	124/16472	1.6380233661190276e-5	0.006746472237255568	0.006046317828621814	PVR/ULBP1/DENND1B/KMT5B/ZP3/HFE/B2M/NSD2/KIR2DL4/HLA-G/ULBP3/RAET1L/ULBP2/RAET1G/SLAMF6/CD1E/TREM2/HLA-DRA/NCR3/HLA-C/MAD2L2/KLRC3/KLRK1/IL6/SLC22A13/MICA/MLH1/CD1C/KMT5C/AP1G1/PAXIP1/HLA-F/CD40/SH2D1A/NOD2/CD81/KLRC2/P2RX7/KLRC1/KLRD1/CD226/IL4/CD55/MALT1/STAT6/IL18R1/HSPD1/EXOSC3/RSAD2/BTK/C3/HLA-B/HLA-DRB1/IL23R/RASGRP1/TFRC/STAT5B/TNF/PMS2/MAP3K7	60
GO:0002705	positive regulation of leukocyte mediated immunity	68/4985	146/16472	2.297476163953805e-5	0.008330048988498814	0.007465549688964877	PVR/ULBP1/DENND1B/STX4/KMT5B/ZP3/HFE/B2M/NSD2/KIR2DL4/HLA-G/ULBP3/RAET1L/ULBP2/RAET1G/SLAMF6/CD1E/TREM2/HLA-DRA/NCR3/HLA-C/MAD2L2/KLRC3/STAP1/KLRK1/IL6/SLC22A13/MICA/MLH1/CD1C/KMT5C/AP1G1/PAXIP1/CLEC7A/HLA-F/CD40/SH2D1A/NOD2/CD81/KLRC2/P2RX7/KLRC1/KLRD1/PLCG2/CD226/TYROBP/IL4/CD55/MALT1/STAT6/ARG1/IL18R1/DDX1/HSPD1/EXOSC3/RSAD2/BTK/C3/HLA-B/HLA-DRB1/IL23R/NOS2/RASGRP1/TFRC/STAT5B/TNF/PMS2/MAP3K7	68
GO:0034248	regulation of amide metabolic process	180/4985	460/16472	2.4506476425889448e-5	0.008330048988498814	0.007465549688964877	YBX2/YBX3/EXOSC8/EIF3K/MSI1/C6orf52/PNPT1/ROCK2/PNLDC1/MSI2/ENC1/METTL18/ZNF706/AKT2/DAZ3/NR1H4/TCOF1/ENPP7/CELF4/OGFOD1/RMND1/EIF5A/KLHL25/FOXO3/EIF2B4/HNRNPD/TNKS1BP1/CELF1/CSNK1E/QKI/SRP9/RPS6KA1/OGT/UQCC2/RBM3/RACK1/DAZ4/DAZ2/IGF1/GRB7/EIF3B/RC3H2/IL6/DAZ1/PTCD3/EIF4E2/EPHA4/CNOT10/TSFM/LRPPRC/IGF2BP2/GIGYF2/SPHK2/RPUSD3/PDK1/EIF2AK1/MLH1/CNOT9/BOLL/LSM14A/YBX1/RTN4/ELP6/GSAP/SYNCRIP/POLDIP3/EIF4ENIF1/NT5C3B/ERBB2/METTL8/EIF6/PLA2G6/GRM5/PIWIL2/CAPRIN2/TP53/EIF2A/RPL13A/ABCA2/SELENOT/EIF5A2/TIA1/FMR1/FXR1/HNRNPU/DNAJC1/TARDBP/PUM1/XRN1/DAPK1/RPS6KB1/PLEKHN1/EXOSC2/TNRC6A/DCP2/SEPSECS/METAP1/RBM24/SNCA/DHFR/ABCE1/GUF1/ELP3/EIF3E/CNOT8/PABPC1/LARP1/MRPS27/LSM1/RBM4B/NOD2/POLR2G/RELA/RPS3/RPS6KB2/EIF4G2/PICALM/SIRT3/ABCA7/MKNK1/RBM4/PIWIL3/METTL3/PARN/ELP2/DDX3X/EIF4B/CNOT2/PA2G4/SARNP/MAPKAPK5/ALKBH1/TMED10/EIF2S1/EIF2B2/DIO2/CNOT1/TRAP1/ELP5/GGA3/SHMT1/IMPACT/RPL26/PER1/RPL38/MKNK2/RTN2/SHFL/CIRBP/DUS3L/APLP1/ELAVL1/KHSRP/ATCAY/METTL14/BZW2/CHRNA7/FTO/ELP4/TSC1/CSNK2A1/EIF2B5/EIF2AK2/EIF2AK3/HSPB1/AARS1/TRIM2/ELP1/EIF4G1/GSK3A/NCL/DDX1/EXOSC3/NPM1/EIF4G3/LARP4B/RBM8A/PPP1R15B/TNF/NFE2L2	180
GO:0048489	synaptic vesicle transport	25/4985	40/16472	2.454797407021637e-5	0.008330048988498814	0.007465549688964877	LIN7A/KIF5A/KIF5B/DNM1/CTNNB1/SYNJ1/AP3S2/AP1G1/SNCA/AP3S1/DTNBP1/SNAP91/PICALM/AP3B2/BLOC1S1/BLOC1S6/BLOC1S3/AP3D1/DNM2/TMEM230/TOR1A/KIF5C/LRRK2/SPG11/AP3B1	25
GO:0002757	immune response-activating signaling pathway	175/4985	446/16472	2.6412919279714553e-5	0.008330048988498814	0.007465549688964877	CACTIN/HCK/LAT2/LY96/UBASH3A/DENND1B/CD300LF/TMEM126A/CD300A/TLR8/ZNRF1/NR1H4/CD19/VTCN1/BRCC3/CD8B/OASL/TREML4/IKBKB/NLRC4/EIF2B4/BTN3A2/SIRT2/MAP2K6/CR2/LAX1/PLEKHA1/NFATC2/TSPAN6/TREM2/THEMIS2/NCR3/SLC15A4/BTNL9/MOG/BTN2A1/ARRB2/KLRC3/RBCK1/TNIP1/IGHA2/IGHA1/LILRA2/CD3G/CAV1/STAP1/KLRK1/HRAS/RC3H2/PTPN6/HMGB1/CEACAM1/ESR1/REG3G/RAB29/NR1H3/FBXL2/PAK2/SLC39A10/LSM14A/CASP1/IRAK1/RTN4/IRF1/SLC39A6/CLEC4E/NAIP/PLA2G6/PLSCR1/CLEC7A/CD40/BLNK/IRF7/GCSAM/SH2D1A/BRAF/PUM1/PIK3CD/FOXP1/RABGEF1/LIME1/CTLA4/PRKD1/PDE4B/SLC46A2/LILRB4/NFKBIL1/BTNL8/MEF2C/TLR3/TEC/TLR10/ERBIN/ALPK1/PDE4D/CARD8/RIPK2/ITK/PTK2/IRGM/CSNK1A1/NOD2/DGKZ/VAV3/RELA/RPS3/PTPN22/NLRX1/CD81/NAGK/TESPA1/EIF2B1/KLRC2/CLPB/KLRC1/MEFV/DDX3X/KLRD1/PHB2/APPL2/IRAK4/CACNB3/PSEN1/EIF2B2/TRAF3/USP50/CD276/PLCG2/CYLD/TRIM25/NPLOC4/CD226/THY1/SKAP1/SARM1/RIOK3/PTPN2/TYROBP/ECSIT/DUSP3/STK11/PRKD2/GPR108/IRF3/CD22/DUSP22/PLCG1/SH2B2/CACNB4/CBLB/FYB1/EIF2B5/EIF2AK2/MALT1/TBK1/NFKB1/ITCH/HSPD1/RSAD2/OAS3/SLC15A3/SOS1/AP3B1/BTK/ADA/CYBA/HLA-DRB1/HAVCR2/IFIH1/FCHO1/TNF/NLRP1/CD247/ICOSLG/MAP3K7	175
GO:0006892	post-Golgi vesicle-mediated transport	50/4985	100/16472	2.6966814465842716e-5	0.008330048988498814	0.007465549688964877	ANK3/SCFD1/BLZF1/GOLGA4/CNST/RACK1/AP4M1/STEAP2/GOLGA7/EXOC6B/RAB34/AP3S2/COMMD1/CCDC93/RBSN/AP1G1/SORCS1/BBS1/NSF/EPS15/VPS13A/OSBPL5/VAMP2/EXOC6/GAK/AP3S1/LYPLA1/CCDC91/VPS35L/MON2/AP1G2/EXOC5/VTI1B/BBS2/SNAP23/CLN3/RAB26/GGA2/CORO7/ANKFY1/GGA3/RAB31/AP3D1/DNM2/AP2A1/VPS13C/GBF1/ACSL3/ARFGEF2/MYO5A	50
GO:0050852	T cell receptor signaling pathway	65/4985	139/16472	2.9465044549364835e-5	0.008668335486951236	0.00776872853782752	UBASH3A/DENND1B/CD300A/VTCN1/CD8B/IKBKB/EIF2B4/BTN3A2/THEMIS2/BTNL9/MOG/BTN2A1/RBCK1/CD3G/HRAS/RC3H2/PTPN6/CEACAM1/RAB29/SLC39A6/SH2D1A/BRAF/PIK3CD/LIME1/CTLA4/PDE4B/LILRB4/BTNL8/TEC/PDE4D/RIPK2/ITK/DGKZ/RELA/RPS3/PTPN22/CD81/TESPA1/EIF2B1/CACNB3/PSEN1/EIF2B2/CD276/PLCG2/CD226/THY1/SKAP1/PTPN2/DUSP3/STK11/PRKD2/DUSP22/PLCG1/CACNB4/CBLB/FYB1/EIF2B5/MALT1/BTK/ADA/HLA-DRB1/FCHO1/CD247/ICOSLG/MAP3K7	65
GO:0002764	immune response-regulating signaling pathway	183/4985	471/16472	3.3925598398606475e-5	0.00952692485939049	0.008538212802711487	CACTIN/HCK/LAT2/LY96/UBASH3A/DENND1B/CD300LF/TMEM126A/CD300A/TLR8/ZNRF1/NR1H4/CD19/VTCN1/BRCC3/CD8B/OASL/TREML4/IKBKB/NLRC4/EIF2B4/BTN3A2/SIRT2/MAP2K6/HLA-G/MAPK10/CR2/LAX1/PLEKHA1/NFATC2/TSPAN6/TREM2/THEMIS2/NCR3/SLC15A4/BTNL9/MOG/BTN2A1/ARRB2/KLRC3/RBCK1/TNIP1/IGHA2/IGHA1/LILRA2/LILRB2/CD3G/CAV1/STAP1/KLRK1/HRAS/RC3H2/PTPN6/HMGB1/CEACAM1/ESR1/REG3G/RAB29/NR1H3/FBXL2/LILRB1/PAK2/SLC39A10/LSM14A/CASP1/IRAK1/RTN4/IRF1/SLC39A6/CLEC4E/NAIP/PLA2G6/PLSCR1/CLEC7A/CD40/BLNK/IRF7/GCSAM/IL20RB/SH2D1A/BRAF/PUM1/PIK3CD/FOXP1/RABGEF1/LIME1/CTLA4/PRKD1/PDE4B/SLC46A2/LILRB4/NFKBIL1/BTNL8/MEF2C/TLR3/TEC/TLR10/ERBIN/ALPK1/PDE4D/CARD8/RIPK2/ITK/PTK2/IRGM/CSNK1A1/NOD2/DGKZ/VAV3/RELA/RPS3/PTPN22/NLRX1/CD81/NAGK/CTSH/TESPA1/EIF2B1/KLRC2/CLPB/KLRC1/MEFV/MAP2K4/MAPK9/DDX3X/KLRD1/PHB2/APPL2/IRAK4/CACNB3/PSEN1/EIF2B2/TRAF3/USP50/CD276/PLCG2/CYLD/TRIM25/NPLOC4/CD226/THY1/SKAP1/SARM1/RIOK3/PTPN2/TYROBP/ECSIT/DUSP3/STK11/PRKD2/GPR108/IRF3/CD22/DUSP22/PLCG1/SH2B2/CACNB4/CBLB/FYB1/EIF2B5/EIF2AK2/MALT1/TBK1/NFKB1/ITCH/HSPD1/RSAD2/OAS3/SLC15A3/SOS1/AP3B1/BTK/ADA/CYBA/HLA-DRB1/HAVCR2/IFIH1/FCHO1/TNF/NLRP1/CD247/ICOSLG/MAP3K7	183
GO:0048193	Golgi vesicle transport	118/4985	286/16472	4.472701298128758e-5	0.011746845095796595	0.010527747900681552	CSNK1D/NKD2/ANK3/ANK1/COG8/SCFD1/TRAPPC5/BLZF1/BET1/GOLGA4/CNST/SEC23IP/TRAPPC3/RACK1/RER1/SNX1/AP4M1/SEC24B/STEAP2/GOLGA7/PGAP1/BET1L/EXOC6B/ERGIC3/RAB34/AP3S2/GOSR1/COMMD1/NBAS/CUL3/LMAN2L/CCDC93/RBSN/TRAPPC12/BCAP29/AP1G1/SORCS1/CREB3L2/BBS1/VAMP7/TBC1D20/SEC31B/NSF/EPS15/VPS13A/OSBPL5/RINT1/VAMP2/PRKD1/STX5/EXOC6/TRAPPC13/GAK/PDCD6/TRAPPC11/SEC31A/AP3S1/SLC10A7/COPG1/SNX2/ERGIC1/LYPLA1/STX17/ARFGAP2/TRAPPC4/MYO18A/SCYL1/HYOU1/CCDC91/COG6/RAB6A/VPS35L/GOLT1B/ERGIC2/MON2/COPZ1/AP1G2/EXOC5/TRAPPC6B/TMED10/VTI1B/RAB8B/BBS2/SNAP23/CLN3/RAB26/SPIRE2/GGA2/CORO7/SGSM2/ANKFY1/GGA3/RAB31/NAPG/COPZ2/COG1/VAPA/TRAPPC6A/ATP9B/AP3D1/DNM2/USE1/NAPA/AP2A1/GOSR2/SPAST/COPA/VPS13C/TFG/GBF1/YKT6/P4HB/LRRK2/VCP/ACSL3/ARFGEF2/MYO5A/COG4	118
GO:0006403	RNA localization	84/4985	192/16472	4.9180125135851056e-5	0.011746845095796595	0.010527747900681552	AAAS/THOC2/PCID2/PNPT1/WRAP53/NPIPA1/SETD2/HNRNPA2B1/THOC5/QKI/ZC3H11A/CCT3/AGFG1/DDX39B/RAN/SIDT1/NUP58/NXF3/MVP/XPO5/CCT7/FYTTD1/LRPPRC/IGF2BP2/RANBP2/SRSF7/DKC1/NOP58/XPO1/CCT8/YBX1/SENP2/SMG7/POLDIP3/NUP214/PARP11/NUP205/FMR1/HNRNPU/SRSF3/MX2/HHEX/AHCTF1/DCP2/CCT5/NSUN2/NUP54/THOC3/ENY2/STAU2/ATM/NUP160/HSF1/NUP107/PARN/TCP1/MAGOHB/BICD1/SARNP/PABPN1/NRDE2/DDX19A/NUP93/DDX19B/NUP88/NUP85/THOC1/SRSF1/SUPT6H/KHSRP/RUVBL2/PIH1D1/AKAP8L/PEG10/ZNHIT3/IWS1/TSC1/FUBP3/G3BP2/HNRNPA1/KIF5C/TERF1/NPM1/RBM8A	84
GO:0051650	establishment of vesicle localization	84/4985	192/16472	4.9180125135851056e-5	0.011746845095796595	0.010527747900681552	STARD3NL/LIN7A/FBXW11/CSNK1D/KIF5A/KIF5B/TRAPPC5/DNM1/ATP13A2/TRAPPC3/ACTN4/CTNNB1/EXOC6B/PDCD6IP/SYNJ1/TRAK1/AP3S2/MAP4K2/CUL3/SEPTIN5/TRAPPC12/BBS5/PPFIA2/SDCBP/AP1G1/TBC1D23/RAB7A/EXOC6/TRAPPC13/SNCA/PDCD6/TRAPPC11/AP3S1/DTNBP1/SNF8/BBS7/COPS5/SNAP91/FAM91A1/ARFGAP2/TRAPPC4/TCIRG1/PICALM/SYBU/AP3B2/DCTN2/BLOC1S1/PSEN1/MYO1A/EXOC5/TRAPPC6B/TMED10/IRAG2/BBS2/BLOC1S6/SNAP23/RAB11A/CLN3/CDH3/HGS/NDE1/TSG101/NDEL1/BLOC1S3/TRAPPC6A/AP3D1/VPS4B/DNM2/AP1M2/STK11/MYO1F/TMEM230/MYO19/TOR1A/MYO6/TFG/GBF1/YKT6/KIF5C/LRRK2/SPG11/MYO5A/AP3B1/RASGRP1	84
GO:0051646	mitochondrion localization	28/4985	48/16472	4.967832182699744e-5	0.011746845095796595	0.010527747900681552	ALB/KIF5B/UXT/MAPT/SLC4A5/ATP2A1/TRAK1/LRPPRC/BRAT1/DNM1L/KAT2A/MSTO1/HDAC6/UCHL1/SYBU/ACTR10/RHOT2/RHOT1/MAP1S/ATCAY/MYO19/SPAST/OPA1/MFN2/MARK1/MARK2/LRRK2/MTM1	28
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	36/4985	67/16472	5.133778206320947e-5	0.011746845095796595	0.010527747900681552	PVR/ULBP1/HFE/B2M/HLA-G/ULBP3/RAET1L/ULBP2/RAET1G/SLAMF6/CD1E/HLA-DRA/NCR3/HLA-C/KLRC3/STAP1/KLRK1/SLC22A13/MICA/CD1C/AP1G1/HLA-F/SH2D1A/KLRC2/P2RX7/KLRC1/KLRD1/CD226/TYROBP/ARG1/HLA-B/HLA-DRB1/IL23R/NOS2/RASGRP1/STAT5B	36
GO:0051648	vesicle localization	90/4985	209/16472	5.547331606900777e-5	0.012239790952654641	0.010969535433194767	STARD3NL/LIN7A/FBXW11/CSNK1D/KIF5A/BSN/KIF5B/TRAPPC5/DNM1/ATP13A2/TRAPPC3/ACTN4/CTNNB1/EXOC6B/PDCD6IP/PCLO/SYNJ1/TRAK1/AP3S2/MAP4K2/CUL3/SEPTIN5/TRAPPC12/BBS5/PPFIA2/SDCBP/AP1G1/TBC1D23/RAB7A/EXOC6/TRAPPC13/SNCA/PDCD6/TRAPPC11/AP3S1/DTNBP1/SNF8/BBS7/COPS5/SNAP91/FAM91A1/ARFGAP2/TRAPPC4/TCIRG1/PICALM/BRSK2/SYBU/AP3B2/DCTN2/BLOC1S1/PSEN1/MYO1A/EXOC5/TRAPPC6B/TMED10/IRAG2/BBS2/BLOC1S6/SNAP23/RAB11A/CLN3/CDH3/HGS/NDE1/VPS33B/TSG101/NDEL1/BRSK1/BLOC1S3/TRAPPC6A/AP3D1/VPS4B/DNM2/AP1M2/STK11/MYO1F/TMEM230/MYO19/TOR1A/MYO6/TFG/GBF1/YKT6/KIF5C/LRRK2/SPG11/PTEN/MYO5A/AP3B1/RASGRP1	90
GO:0097479	synaptic vesicle localization	30/4985	53/16472	5.9200792672816616e-5	0.01261181024595383	0.011302946259855368	LIN7A/KIF5A/BSN/KIF5B/DNM1/CTNNB1/PCLO/SYNJ1/AP3S2/AP1G1/SNCA/AP3S1/DTNBP1/SNAP91/PICALM/BRSK2/AP3B2/BLOC1S1/BLOC1S6/BRSK1/BLOC1S3/AP3D1/DNM2/TMEM230/TOR1A/KIF5C/LRRK2/SPG11/PTEN/AP3B1	30
GO:0048024	regulation of mRNA splicing, via spliceosome	50/4985	103/16472	7.236062768183674e-5	0.013722365542798147	0.012298247219355312	CLNS1A/CELF6/CELF5/JMJD6/CELF4/DYRK1A/HNRNPA2B1/CELF1/QKI/RBM15/RBM3/HNRNPL/NSRP1/RBM39/SF1/CELF2/RBMY1D/SRSF7/RBMX/RBM5/TIA1/FMR1/FXR1/HNRNPU/SRSF3/NOVA1/SRSF10/ARB2A/RBM24/RBM25/RBM4/STH/RBM7/PRMT5/RNPS1/DDX5/U2AF2/CIRBP/SNRNP70/SRRM1/REST/SRSF6/KHDRBS2/NCL/PTBP1/HNRNPA1/NPM1/RBM8A/LARP7/RBFOX2	50
GO:0043122	regulation of canonical NF-kappaB signal transduction	106/4985	255/16472	7.460057072835584e-5	0.013722365542798147	0.012298247219355312	CACTIN/BST2/FBXW11/NR1H4/FASLG/IKBKB/TRIM13/USP20/BTRC/TSPAN6/TREM2/PLEKHG5/CD74/CCL19/ARRB2/FKBP1A/RBCK1/TNIP1/CASP8/CTNNB1/APOL3/SHARPIN/TANK/ESR1/TRIM22/SHISA5/FLNA/TRIM39/SLC39A8/WDR83/SPHK2/TRIM5/CASP1/IRAK1/ECT2/TNFRSF1A/CASP10/CFLAR/CPNE1/STAT1/RHOA/LGALS1/CLEC7A/CD40/LGALS9/RHOC/TRAF4/HMOX1/UBE2V1/LIME1/CARD9/PRKD1/LILRB4/GSTP1/MIB2/TRIM52/TLR3/MAPKBP1/F2R/RHOH/NFKBIB/ALPK1/CARD8/RIPK2/IRGM/TNFRSF10B/GPR89A/NOD2/RELA/NLRX1/EDA/TRIM68/PIDD1/PPM1A/GOLT1B/LTBR/IRAK4/ASH1L/ZDHHC17/TRAF3/ZFAND6/CAPN3/PLCG2/JMJD8/UBE2I/TRIM25/LITAF/IKBKE/PER1/RIOK3/VAPA/CC2D1A/IRF3/BRD4/MALT1/TBK1/CUL1/CARD16/HSPB1/TFG/DDX1/HLA-DRB1/TFRC/TNF/MAP3K7/NDFIP2	106
GO:0035456	response to interferon-beta	21/4985	33/16472	7.520370539114876e-5	0.013722365542798147	0.012298247219355312	BST2/PNPT1/PYHIN1/IFNAR2/CAMK2A/TREX1/IRF1/STAT1/PLSCR1/TLR3/UBE2K/IRGM/XAF1/IKBKE/SHFL/NDUFA13/CDC34/CALM1/IFITM2/IFITM3/HTRA2	21
GO:0007249	canonical NF-kappaB signal transduction	118/4985	289/16472	7.632126320557939e-5	0.013722365542798147	0.012298247219355312	CACTIN/BST2/ROCK2/FBXW11/TLR8/DEFB124/NR1H4/FASLG/IKBKB/ERC1/TRIM13/USP20/BTRC/TSPAN6/TREM2/PLEKHG5/CD74/CCL19/ARRB2/FKBP1A/RBCK1/TNIP1/CASP8/CTNNB1/APOL3/SHARPIN/TANK/ESR1/TRIM22/SHISA5/NKIRAS1/FLNA/TRIM39/SLC39A8/WDR83/SPHK2/AZI2/TRIM5/CASP1/IRAK1/ECT2/TNFRSF1A/CASP10/CFLAR/CPNE1/STAT1/RHOA/LGALS1/FAIM/CLEC7A/CD40/LGALS9/RHOC/TRAF4/HMOX1/UBE2V1/LIME1/CARD9/PRKD1/LILRB4/GSTP1/NFKBIL1/MIB2/TRIM52/TLR3/MAPKBP1/F2R/RHOH/NFKBIB/ALPK1/CARD8/RIPK2/IRGM/TNFRSF10B/GPR89A/NOD2/RELA/NLRX1/EDA/TRIM68/PIDD1/PPM1A/GOLT1B/LTBR/IRAK4/ASH1L/ZDHHC17/TRAF3/ZFAND6/CAPN3/PLCG2/JMJD8/UBE2I/TRIM25/LITAF/IKBKE/PER1/RIOK3/VAPA/CC2D1A/IRF3/BRD4/IRAK1BP1/EDNRB/MALT1/TBK1/NFKB1/CUL1/CARD16/HSPB1/TFG/DDX1/BTK/HLA-DRB1/TFRC/TNF/MAP3K7/NDFIP2	118
GO:0016197	endosomal transport	102/4985	244/16472	7.772251603311997e-5	0.013722365542798147	0.012298247219355312	CALY/CLEC16A/ARHGAP44/DENND1B/AKAP5/ERC1/SLC66A2/ARFIP1/SNX1/ITSN1/HEATR5A/VPS53/TOM1/BET1L/MICALL2/RAB29/SNX30/EEA1/ALS2CL/SNX17/GOSR1/CLTCL1/ATP6AP1/TBC1D5/REPS1/AP5M1/WASHC2A/TBC1D10A/CCDC93/VPS50/ALS2/RBSN/TMEM50B/BLTP1/ACAP2/AP1G1/PLEKHA3/EIPR1/ARL8B/STX16/DENND2A/EPS15/SNX4/TBC1D23/VPS26A/STX5/RAB7A/WASHC3/RHOBTB3/NSG1/SNF8/ZFYVE16/SNX2/NSG2/VPS37A/CHMP7/LEPROTL1/DENND5A/PICALM/TBC1D10C/RAB6A/VPS35L/GOLT1B/ARL1/BLOC1S1/SNX6/VTI1B/RAB8B/NDRG4/RAB11A/USP7/TMEM87A/CHMP6/HGS/SGSM2/ANKFY1/GGA3/ANXA8/TSG101/STX10/AP3D1/DENND1C/VPS4B/EPS15L1/TBC1D17/EHD2/PTPN23/CLN5/SNX27/AP5Z1/CHMP1A/GBF1/YKT6/SNX9/LRRK2/VCP/MICALL1/VPS13B/ALMS1/PLA2G4E/LYST/DENND1A	102
